ix,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
34200,2016-0407,Rotterdam,Hard,32,A,20160208,282,104678,8,,Viktor Troicki,R,193,SRB,29.993155373,22,1580,105723,,Q,Andrey Kuznetsov,R,185,RUS,24.9609856263,53,828,4-6 7-6(2) 6-3,3,R32,125,14,0,100,68,49,18,15,4,6,8,6,110,64,49,20,16,3,6
34201,2016-0407,Rotterdam,Hard,32,A,20160208,281,104571,,,Marcos Baghdatis,R,183,CYP,30.6447638604,61,769,105676,4,,David Goffin,R,163,BEL,25.1718001369,16,1970,6-1 5-7 7-6(5),3,R32,140,5,3,106,63,49,21,16,3,5,7,1,100,59,40,22,15,8,11
34202,2016-0407,Rotterdam,Hard,32,A,20160208,280,105373,,,Martin Klizan,L,190,SVK,26.5790554415,43,965,103990,,,Tommy Robredo,R,180,ESP,33.7741273101,39,1035,6-2 6-7(5) 6-3,3,R32,125,8,4,95,53,42,29,15,6,6,5,1,88,49,36,19,14,2,5
34203,2016-0407,Rotterdam,Hard,32,A,20160208,279,106210,,,Jiri Vesely,L,,CZE,22.5817932923,51,840,104586,,,Lukas Rosol,R,196,CZE,30.5434633812,47,872,6-4 6-2,3,R32,74,11,2,51,35,29,10,9,1,1,3,1,58,38,24,9,9,5,8
34204,2016-0407,Rotterdam,Hard,32,A,20160208,278,105138,6,,Roberto Bautista Agut,R,,ESP,27.819301848,17,1935,105311,,,Joao Sousa,R,,POR,26.8610540726,33,1146,7-6(4) 1-6 6-3,3,R32,128,3,1,89,63,44,12,14,3,6,4,1,102,62,41,23,14,8,10
34205,2016-0407,Rotterdam,Hard,32,A,20160208,277,104792,5,,Gael Monfils,R,193,FRA,29.4373716632,18,1800,105208,,Q,Ernests Gulbis,R,190,LAT,27.4414784394,80,681,6-4 6-4,3,R32,72,6,2,60,43,33,10,10,1,1,7,0,56,33,24,13,10,2,4
34206,2016-0407,Rotterdam,Hard,32,A,20160208,276,106432,,,Borna Coric,R,,CRO,19.2334017796,38,1066,105217,,WC,Thiemo De Bakker,R,193,NED,27.3867214237,90,621,7-6(9) 4-6 6-3,3,R32,152,14,1,106,74,54,21,16,9,11,14,0,112,74,57,17,15,10,12
34207,2016-0407,Rotterdam,Hard,32,A,20160208,275,100644,,WC,Alexander Zverev,R,,GER,18.803559206,70,733,105577,,,Vasek Pospisil,R,193,CAN,25.6290212183,41,995,7-5 6-2,3,R32,81,0,3,58,31,24,18,10,1,1,9,3,62,32,27,11,10,4,7
34208,2016-0407,Rotterdam,Hard,32,A,20160208,274,104468,3,,Gilles Simon,R,183,FRA,31.1156741958,15,2235,104898,,WC,Robin Haase,R,190,NED,28.8432580424,63,762,7-6(5) 6-1,3,R32,94,5,1,77,45,34,14,10,4,6,0,0,64,43,25,11,9,6,10
34209,2016-0407,Rotterdam,Hard,32,A,20160208,273,104471,,Q,Ivan Dodig,R,183,CRO,31.099247091,87,623,105332,7,,Benoit Paire,R,196,FRA,26.7542778919,21,1686,6-3 7-6(4),3,R32,90,7,2,72,46,36,15,10,4,4,10,3,80,44,34,13,11,4,6
34210,2016-0407,Rotterdam,Hard,32,A,20160208,272,104259,,,Philipp Kohlschreiber,R,178,GER,32.3148528405,32,1150,103898,,PR,Julien Benneteau,R,185,FRA,34.135523614,692,38,6-4 6-4,3,R32,89,7,0,72,50,38,8,10,5,6,14,2,63,44,30,7,10,4,7
34211,2016-0407,Rotterdam,Hard,32,A,20160208,271,104180,,,Gilles Muller,L,193,LUX,32.7529089665,40,1015,104312,,,Andreas Seppi,R,190,ITA,31.9644079398,36,1095,4-6 7-6(2) 6-4,3,R32,126,19,4,99,64,51,17,16,2,4,4,0,90,51,37,27,16,5,7
34212,2016-0407,Rotterdam,Hard,32,A,20160208,270,105227,2,,Marin Cilic,R,198,CRO,27.3620807666,13,2495,104797,,,Denis Istomin,R,188,UZB,29.4209445585,65,752,7-6(5) 6-4,3,R32,96,10,0,62,40,36,14,11,0,0,5,1,88,58,37,21,11,6,7
34213,2016-0499,Delray Beach,Hard,32,A,20160215,300,105023,,,Sam Querrey,R,198,USA,28.3586584531,61,785,104330,,,Rajeev Ram,R,193,USA,31.9123887748,89,622,6-4 7-6(6),3,F,85,10,3,73,43,30,18,11,3,5,6,3,71,46,32,14,11,1,4
34214,2016-0499,Delray Beach,Hard,32,A,20160215,299,105023,,,Sam Querrey,R,198,USA,28.3586584531,61,785,105223,,WC,Juan Martin Del Potro,R,198,ARG,27.394934976,1042,10,7-5 7-5,3,SF,80,10,1,57,34,30,18,12,0,0,5,1,61,43,34,10,12,1,3
34215,2016-0499,Delray Beach,Hard,32,A,20160215,298,104330,,,Rajeev Ram,R,193,USA,31.9123887748,89,622,105777,4,,Grigor Dimitrov,R,188,BUL,24.7529089665,28,1330,6-4 6-3,3,SF,72,6,0,53,37,26,12,9,0,0,6,0,61,45,30,7,10,5,8
34216,2016-0499,Delray Beach,Hard,32,A,20160215,297,105023,,,Sam Querrey,R,198,USA,28.3586584531,61,785,105065,,WC,Tim Smyczek,R,175,USA,28.128678987,129,478,6-7(1) 7-6(4) 6-4,3,QF,149,13,5,130,72,56,28,17,12,14,6,1,126,78,52,29,17,4,7
34217,2016-0499,Delray Beach,Hard,32,A,20160215,296,105223,,WC,Juan Martin Del Potro,R,198,ARG,27.394934976,1042,10,104871,5,,Jeremy Chardy,R,188,FRA,29.0075290897,30,1255,6-2 6-3,3,QF,80,5,2,58,33,24,12,9,3,4,3,4,53,31,19,8,8,10,14
34218,2016-0499,Delray Beach,Hard,32,A,20160215,295,105777,4,,Grigor Dimitrov,R,188,BUL,24.7529089665,28,1330,105173,8,,Adrian Mannarino,L,183,FRA,27.6303901437,49,845,6-4 7-5,3,QF,79,7,4,56,32,27,14,11,0,1,2,1,58,32,21,15,11,2,5
34219,2016-0499,Delray Beach,Hard,32,A,20160215,294,104330,,,Rajeev Ram,R,193,USA,31.9123887748,89,622,103794,,,Benjamin Becker,R,178,GER,34.6666666667,104,558,3-6 6-4 6-3,3,QF,125,8,3,94,63,43,15,14,8,11,1,2,98,55,34,24,14,10,14
34220,2016-0499,Delray Beach,Hard,32,A,20160215,293,105023,,,Sam Querrey,R,198,USA,28.3586584531,61,785,105572,,,Austin Krajicek,L,,USA,25.6673511294,103,559,6-4 6-3,3,R16,68,10,4,61,33,24,13,10,6,8,4,2,54,38,22,7,9,5,9
34221,2016-0499,Delray Beach,Hard,32,A,20160215,292,105065,,WC,Tim Smyczek,R,175,USA,28.128678987,129,478,105385,7,,Donald Young,L,183,USA,26.5653661875,58,802,1-6 7-6(2) 6-2,3,R16,113,1,3,86,53,41,15,13,8,11,4,4,88,48,35,20,14,2,5
34222,2016-0499,Delray Beach,Hard,32,A,20160215,291,105223,,WC,Juan Martin Del Potro,R,198,ARG,27.394934976,1042,10,105441,,Q,John Patrick Smith,L,,AUS,26.1984941821,135,449,6-4 6-4,3,R16,77,1,2,56,33,23,11,10,0,3,1,0,49,37,19,6,10,2,7
34223,2016-0499,Delray Beach,Hard,32,A,20160215,290,104871,5,,Jeremy Chardy,R,188,FRA,29.0075290897,30,1255,111511,,WC,Noah Rubin,R,,USA,19.9835728953,245,220,6-4 6-2,3,R16,70,6,7,53,26,19,13,9,4,6,1,5,63,36,19,12,9,4,9
34224,2016-0499,Delray Beach,Hard,32,A,20160215,289,105173,8,,Adrian Mannarino,L,183,FRA,27.6303901437,49,845,105147,,Q,Tatsuma Ito,R,180,JPN,27.7453798768,120,489,7-6(6) 6-7(4) 6-3,3,R16,165,12,11,120,57,43,31,16,7,11,3,9,124,68,41,31,17,11,17
34225,2016-0499,Delray Beach,Hard,32,A,20160215,288,105777,4,,Grigor Dimitrov,R,188,BUL,24.7529089665,28,1330,106000,,,Damir Dzumhur,R,172,BIH,23.7399041752,88,628,4-6 6-4 6-3,3,R16,117,0,5,90,60,37,15,15,7,12,2,2,84,50,32,16,14,6,12
34226,2016-0499,Delray Beach,Hard,32,A,20160215,287,103794,,,Benjamin Becker,R,178,GER,34.6666666667,104,558,105449,6,,Steve Johnson,R,188,USA,26.1437371663,31,1240,5-7 7-6(1) 6-3,3,R16,132,5,6,125,69,50,28,17,8,12,13,4,91,52,38,17,16,1,5
34227,2016-0499,Delray Beach,Hard,32,A,20160215,286,104330,,,Rajeev Ram,R,193,USA,31.9123887748,89,622,105011,,,Illya Marchenko,R,185,UKR,28.4380561259,86,645,6-2 5-7 6-4,3,R16,152,4,10,126,73,52,25,15,8,10,10,8,92,51,39,18,15,6,10
34228,2016-0499,Delray Beach,Hard,32,A,20160215,285,105572,,,Austin Krajicek,L,,USA,25.6673511294,103,559,104731,1,,Kevin Anderson,R,203,RSA,29.7467488022,14,2200,7-6(3) 0-0 RET,3,R32,60,3,1,40,14,7,18,6,1,3,4,6,40,17,14,10,6,2,4
34229,2016-0499,Delray Beach,Hard,32,A,20160215,284,105023,,,Sam Querrey,R,198,USA,28.3586584531,61,785,105217,,,Thiemo De Bakker,R,193,NED,27.4058863792,95,597,4-6 6-3 6-4,3,R32,106,11,7,97,48,36,26,15,1,4,7,2,80,47,34,15,14,3,7
34230,2016-0499,Delray Beach,Hard,32,A,20160215,283,105065,,WC,Tim Smyczek,R,175,USA,28.128678987,129,478,126203,,SE,Taylor Harry Fritz,R,,USA,18.2997946612,102,564,6-3 6-3,3,R32,73,2,2,63,41,28,14,9,8,8,2,3,65,37,26,10,9,3,6
34231,2016-0499,Delray Beach,Hard,32,A,20160215,282,105385,7,,Donald Young,L,183,USA,26.5653661875,58,802,105062,,,Mikhail Kukushkin,R,183,KAZ,28.1396303901,85,647,7-6(3) 3-0 RET,3,R32,78,4,3,53,25,16,13,7,3,6,2,1,70,26,12,20,8,13,18
34232,2016-0499,Delray Beach,Hard,32,A,20160215,281,105441,,Q,John Patrick Smith,L,,AUS,26.1984941821,135,449,103333,3,,Ivo Karlovic,R,208,CRO,36.9637234771,26,1450,6-3 3-6 6-2,3,R32,93,4,1,67,46,37,14,13,0,1,21,11,88,41,29,25,13,4,7
34233,2016-0499,Delray Beach,Hard,32,A,20160215,280,105223,,WC,Juan Martin Del Potro,R,198,ARG,27.394934976,1042,10,106045,,,Denis Kudla,R,180,USA,23.4962354552,65,760,6-1 6-4,3,R32,60,5,5,46,26,24,12,9,0,0,2,3,41,25,17,9,8,3,6
34234,2016-0499,Delray Beach,Hard,32,A,20160215,279,111511,,WC,Noah Rubin,R,,USA,19.9835728953,245,220,105032,,,Samuel Groth,R,,AUS,28.3258042437,76,691,6-4 4-6 7-6(6),3,R32,136,3,0,104,66,53,22,16,5,6,25,9,106,62,50,23,16,4,5
34235,2016-0499,Delray Beach,Hard,32,A,20160215,278,104871,5,,Jeremy Chardy,R,188,FRA,29.0075290897,30,1255,105051,,,Matthew Ebden,R,188,AUS,28.2217659138,105,542,6-2 6-1,3,R32,47,9,1,41,22,18,15,8,1,1,0,3,46,21,11,11,7,3,7
34236,2016-0499,Delray Beach,Hard,32,A,20160215,277,105173,8,,Adrian Mannarino,L,183,FRA,27.6303901437,49,845,104291,,,Malek Jaziri,R,185,TUN,32.0711841205,123,486,1-6 6-3 6-1,3,R32,91,3,3,70,37,25,19,11,7,9,6,4,65,33,24,14,12,1,5
34237,2016-0499,Delray Beach,Hard,32,A,20160215,276,105147,,Q,Tatsuma Ito,R,180,JPN,27.7453798768,120,489,106261,,Q,Dennis Novikov,R,,USA,22.2751540041,148,394,6-2 6-4,3,R32,61,4,3,54,38,29,10,9,2,2,3,3,48,20,15,13,9,0,3
34238,2016-0499,Delray Beach,Hard,32,A,20160215,275,106000,,,Damir Dzumhur,R,172,BIH,23.7399041752,88,628,105575,,,Ricardas Berankis,R,175,LTU,25.6536618754,79,671,6-4 6-2,3,R32,66,0,1,46,29,22,8,9,1,3,1,1,57,24,15,13,9,2,7
34239,2016-0499,Delray Beach,Hard,32,A,20160215,274,105777,4,,Grigor Dimitrov,R,188,BUL,24.7529089665,28,1330,104534,,,Dudi Sela,R,175,ISR,30.8665297741,92,613,6-4 6-2,3,R32,68,3,2,47,24,22,15,9,0,0,0,2,57,26,16,19,9,4,7
34240,2016-0499,Delray Beach,Hard,32,A,20160215,273,105449,6,,Steve Johnson,R,188,USA,26.1437371663,31,1240,105357,,,John Millman,R,183,AUS,26.6721423682,63,766,6-3 5-7 7-6(8),3,R32,150,16,6,116,62,51,34,17,5,6,5,3,123,69,47,36,16,7,8
34241,2016-0499,Delray Beach,Hard,32,A,20160215,272,103794,,,Benjamin Becker,R,178,GER,34.6666666667,104,558,105430,,Q,Radu Albot,R,,MDA,26.2614647502,127,484,6-4 6-1,3,R32,71,7,3,49,30,22,7,8,3,5,0,3,61,34,15,11,9,2,8
34242,2016-0499,Delray Beach,Hard,32,A,20160215,271,105011,,,Illya Marchenko,R,185,UKR,28.4380561259,86,645,104719,,,Marcel Granollers,R,190,ESP,29.8453114305,96,591,6-3 6-4,3,R32,86,6,3,65,26,25,21,10,7,7,5,1,63,39,28,9,9,2,4
34243,2016-0499,Delray Beach,Hard,32,A,20160215,270,104330,,,Rajeev Ram,R,193,USA,31.9123887748,89,622,106071,2,,Bernard Tomic,R,193,AUS,23.318275154,20,1720,7-6(3) 6-1,3,R32,62,14,2,66,44,37,13,10,3,3,5,0,50,33,23,11,9,0,2
34244,2016-0496,Marseille,Hard,32,A,20160215,300,106401,,,Nick Kyrgios,R,,AUS,20.8049281314,41,990,105227,4,,Marin Cilic,R,198,CRO,27.3812457221,12,2495,6-2 7-6(3),3,F,85,17,1,57,37,35,12,10,1,1,8,2,81,48,36,13,10,9,11
34245,2016-0496,Marseille,Hard,32,A,20160215,299,105227,4,,Marin Cilic,R,198,CRO,27.3812457221,12,2495,105332,8,,Benoit Paire,R,196,FRA,26.7734428474,22,1616,6-2 6-7(3) 6-3,3,SF,118,22,4,88,54,42,21,15,4,5,13,7,104,44,32,30,14,8,12
34246,2016-0496,Marseille,Hard,32,A,20160215,298,106401,,,Nick Kyrgios,R,,AUS,20.8049281314,41,990,104607,2,,Tomas Berdych,R,196,CZE,30.4120465435,8,3990,6-4 6-2,3,SF,69,15,0,43,31,29,7,9,0,0,6,0,62,41,27,6,9,1,4
34247,2016-0496,Marseille,Hard,32,A,20160215,297,105332,8,,Benoit Paire,R,196,FRA,26.7734428474,22,1616,104527,1,,Stanislas Wawrinka,R,183,SUI,30.8856947296,4,5870,6-4 1-6 7-5,3,QF,111,12,5,106,52,39,26,14,8,11,9,2,79,44,36,19,15,4,7
34248,2016-0496,Marseille,Hard,32,A,20160215,296,105227,4,,Marin Cilic,R,198,CRO,27.3812457221,12,2495,105723,,,Andrey Kuznetsov,R,185,RUS,24.9801505818,54,828,6-3 6-4,3,QF,65,10,0,49,35,32,8,10,0,0,6,2,57,34,27,9,9,7,9
34249,2016-0496,Marseille,Hard,32,A,20160215,295,106401,,,Nick Kyrgios,R,,AUS,20.8049281314,41,990,104755,3,,Richard Gasquet,R,185,FRA,29.6618754278,10,2760,6-0 6-4,3,QF,59,17,0,38,27,26,6,8,0,0,2,1,55,35,20,8,8,3,7
34250,2016-0496,Marseille,Hard,32,A,20160215,294,104607,2,,Tomas Berdych,R,196,CZE,30.4120465435,8,3990,105676,6,,David Goffin,R,163,BEL,25.1909650924,17,1970,6-3 6-4,3,QF,76,8,0,53,33,27,14,10,1,2,7,3,69,41,26,12,9,7,10
34251,2016-0496,Marseille,Hard,32,A,20160215,293,104527,1,,Stanislas Wawrinka,R,183,SUI,30.8856947296,4,5870,104660,,,Sergiy Stakhovsky,R,193,UKR,30.1081451061,81,663,6-4 4-6 7-6(8),3,R16,117,7,3,97,56,42,27,16,3,5,3,1,92,49,40,25,16,1,3
34252,2016-0496,Marseille,Hard,32,A,20160215,292,105332,8,,Benoit Paire,R,196,FRA,26.7734428474,22,1616,104672,,Q,Vincent Millot,L,173,FRA,30.0424366872,196,274,6-3 1-6 6-3,3,R16,95,10,6,87,44,37,18,13,10,12,3,2,78,45,33,17,12,7,9
34253,2016-0496,Marseille,Hard,32,A,20160215,291,105227,4,,Marin Cilic,R,198,CRO,27.3812457221,12,2495,104898,,,Robin Haase,R,190,NED,28.8624229979,64,762,4-6 6-3 7-5,3,R16,122,12,5,94,41,34,27,16,6,9,5,2,95,59,41,14,15,12,16
34254,2016-0496,Marseille,Hard,32,A,20160215,290,105723,,,Andrey Kuznetsov,R,185,RUS,24.9801505818,54,828,111460,,WC,Quentin Halys,R,,FRA,19.3045859001,171,319,6-0 6-4,3,R16,56,4,1,39,20,18,14,8,0,0,7,3,50,30,20,6,8,6,10
34255,2016-0496,Marseille,Hard,32,A,20160215,289,106401,,,Nick Kyrgios,R,,AUS,20.8049281314,41,990,104559,,,Teymuraz Gabashvili,R,188,RUS,30.7323750856,44,918,6-4 6-4,3,R16,71,17,3,68,50,36,11,10,1,1,7,0,53,33,22,13,10,0,2
34256,2016-0496,Marseille,Hard,32,A,20160215,288,104755,3,,Richard Gasquet,R,185,FRA,29.6618754278,10,2760,105208,,,Ernests Gulbis,R,190,LAT,27.4606433949,75,701,7-6(5) 6-3,3,R16,106,7,2,69,47,33,13,10,3,4,14,2,86,47,34,18,11,5,8
34257,2016-0496,Marseille,Hard,32,A,20160215,287,105676,6,,David Goffin,R,163,BEL,25.1909650924,17,1970,104999,,Q,Mischa Zverev,L,190,GER,28.4845995893,175,314,6-1 2-0 RET,3,R16,37,2,0,29,23,17,3,4,3,3,0,1,31,21,9,3,5,3,7
34258,2016-0496,Marseille,Hard,32,A,20160215,286,104607,2,,Tomas Berdych,R,196,CZE,30.4120465435,8,3990,100644,,WC,Alexander Zverev,R,,GER,18.8227241615,56,813,6-3 3-6 7-5,3,R16,127,10,3,90,43,35,25,15,4,7,9,5,81,56,41,12,15,4,8
34259,2016-0496,Marseille,Hard,32,A,20160215,284,104660,,,Sergiy Stakhovsky,R,193,UKR,30.1081451061,81,663,103852,,,Feliciano Lopez,L,188,ESP,34.4038329911,25,1495,6-3 2-6 7-6(5),3,R32,113,12,0,101,57,37,25,15,4,8,14,7,89,46,37,20,14,3,6
34260,2016-0496,Marseille,Hard,32,A,20160215,283,104672,,Q,Vincent Millot,L,173,FRA,30.0424366872,196,274,103917,,,Nicolas Mahut,R,190,FRA,34.0670773443,40,992,6-7(1) 6-2 6-3,3,R32,131,11,3,103,57,44,25,15,8,9,6,5,84,44,35,18,14,6,10
34261,2016-0496,Marseille,Hard,32,A,20160215,282,105332,8,,Benoit Paire,R,196,FRA,26.7734428474,22,1616,104620,,,Simone Bolelli,R,183,ITA,30.3545516769,68,740,6-4 7-5,3,R32,90,11,3,56,38,33,7,11,1,3,3,1,91,62,35,16,11,12,16
34262,2016-0496,Marseille,Hard,32,A,20160215,280,104898,,,Robin Haase,R,190,NED,28.8624229979,64,762,105311,,,Joao Sousa,R,,POR,26.8802190281,34,1146,6-4 6-0,3,R32,63,5,0,46,31,26,8,8,2,2,4,4,62,28,19,12,8,6,10
34263,2016-0496,Marseille,Hard,32,A,20160215,279,105723,,,Andrey Kuznetsov,R,185,RUS,24.9801505818,54,828,106298,,,Lucas Pouille,R,,FRA,21.9767282683,91,619,7-6(1) 6-4,3,R32,91,10,1,79,43,35,20,11,3,4,9,4,71,33,25,18,11,2,4
34264,2016-0496,Marseille,Hard,32,A,20160215,278,111460,,WC,Quentin Halys,R,,FRA,19.3045859001,171,319,104095,,LL,David Guez,R,185,FRA,33.1882272416,193,281,6-7(5) 6-2 6-3,3,R32,127,17,7,104,58,44,20,15,6,8,1,4,92,53,31,20,14,5,10
34265,2016-0496,Marseille,Hard,32,A,20160215,277,104559,,,Teymuraz Gabashvili,R,188,RUS,30.7323750856,44,918,104468,5,,Gilles Simon,R,183,FRA,31.1348391513,15,2100,3-6 6-3 7-6(7),3,R32,149,7,5,100,67,51,16,15,5,8,5,3,105,54,40,27,15,11,14
34266,2016-0496,Marseille,Hard,32,A,20160215,276,106401,,,Nick Kyrgios,R,,AUS,20.8049281314,41,990,105577,,,Vasek Pospisil,R,193,CAN,25.6481861739,42,970,6-4 6-4,3,R32,70,6,3,58,39,31,11,10,2,2,12,1,68,43,35,8,10,2,4
34267,2016-0496,Marseille,Hard,32,A,20160215,275,105208,,,Ernests Gulbis,R,190,LAT,27.4606433949,75,701,104932,,Q,Kenny De Schepper,L,203,FRA,28.7173169062,152,388,6-4 6-7(6) 7-6(2),3,R32,133,16,1,102,67,51,23,17,2,3,5,2,109,76,54,19,17,2,4
34268,2016-0496,Marseille,Hard,32,A,20160215,273,105676,6,,David Goffin,R,163,BEL,25.1909650924,17,1970,111202,,,Hyeon Chung,R,,KOR,19.742642026,69,735,6-3 6-1,3,R32,61,2,0,38,25,22,11,8,1,1,0,2,60,39,20,12,8,4,8
34269,2016-0496,Marseille,Hard,32,A,20160215,272,104999,,Q,Mischa Zverev,L,190,GER,28.4845995893,175,314,106368,,WC,Ramkumar Ramanathan,R,,IND,21.2703627652,212,247,6-2 7-5,3,R32,86,3,1,49,36,26,10,10,0,1,3,5,93,52,32,19,10,9,13
34270,2016-0496,Marseille,Hard,32,A,20160215,271,100644,,WC,Alexander Zverev,R,,GER,18.8227241615,56,813,103898,,Q,Julien Benneteau,R,185,FRA,34.1546885695,693,38,7-6(4) 7-5,3,R32,107,10,5,82,51,39,17,12,4,5,8,3,82,54,34,17,12,4,6
34271,2016-M052,Rio de Janeiro,Clay,32,A,20160215,300,104655,,,Pablo Cuevas,R,180,URU,30.12183436,45,895,105550,,,Guido Pella,L,,ARG,25.749486653,71,726,6-4 6-7(5) 6-4,3,F,136,14,3,99,69,54,17,16,2,2,4,0,91,65,48,14,16,1,3
34272,2016-M052,Rio de Janeiro,Clay,32,A,20160215,299,104655,,,Pablo Cuevas,R,180,URU,30.12183436,45,895,104745,1,,Rafael Nadal,L,185,ESP,29.7029431896,5,4880,6-7(6) 7-6(3) 6-4,3,SF,148,11,4,114,70,53,26,17,10,12,3,2,130,82,52,27,17,7,10
34273,2016-M052,Rio de Janeiro,Clay,32,A,20160215,298,105550,,,Guido Pella,L,,ARG,25.749486653,71,726,106233,5,,Dominic Thiem,R,,AUT,22.4503764545,19,1930,6-1 6-4,3,SF,73,2,0,48,31,25,10,8,5,5,3,3,67,45,25,10,9,7,11
34274,2016-M052,Rio de Janeiro,Clay,32,A,20160215,297,104745,1,,Rafael Nadal,L,185,ESP,29.7029431896,5,4880,105238,,,Alexandr Dolgopolov,R,180,UKR,27.2717316906,33,1195,W/O,3,QF,,,,,,,,,,,,,,,,,,,
34275,2016-M052,Rio de Janeiro,Clay,32,A,20160215,296,104655,,,Pablo Cuevas,R,180,URU,30.12183436,45,895,105643,,,Federico Delbonis,L,190,ARG,25.363449692,46,895,6-4 7-6(4),3,QF,104,3,1,73,52,37,11,11,4,6,3,1,75,44,32,15,11,5,8
34276,2016-M052,Rio de Janeiro,Clay,32,A,20160215,295,105550,,,Guido Pella,L,,ARG,25.749486653,71,726,104593,,Q,Daniel Gimeno Traver,R,185,ESP,30.5242984257,118,492,5-7 6-1 7-5,3,QF,153,4,4,97,66,49,16,16,4,7,7,9,102,50,34,23,15,4,9
34277,2016-M052,Rio de Janeiro,Clay,32,A,20160215,294,106233,5,,Dominic Thiem,R,,AUT,22.4503764545,19,1930,103970,2,,David Ferrer,R,175,ESP,33.8726899384,6,4325,6-3 6-2,3,QF,73,6,3,58,29,22,17,9,3,4,2,1,52,31,18,9,8,5,9
34278,2016-M052,Rio de Janeiro,Clay,32,A,20160215,293,104745,1,,Rafael Nadal,L,185,ESP,29.7029431896,5,4880,104597,,,Nicolas Almagro,R,183,ESP,30.4859685147,53,834,6-3 7-5,3,R16,100,1,3,68,48,34,9,11,6,8,3,2,52,27,16,12,10,1,5
34279,2016-M052,Rio de Janeiro,Clay,32,A,20160215,292,105238,,,Alexandr Dolgopolov,R,180,UKR,27.2717316906,33,1195,105438,,,Inigo Cervantes Huegun,R,,ESP,26.2094455852,73,717,3-6 6-0 6-3,3,R16,83,4,2,70,39,29,20,12,2,3,4,5,69,37,27,12,12,4,8
34280,2016-M052,Rio de Janeiro,Clay,32,A,20160215,291,104655,,,Pablo Cuevas,R,180,URU,30.12183436,45,895,106329,,WC,Thiago Monteiro,L,,BRA,21.711156742,338,136,7-6(5) 6-3,3,R16,97,5,2,56,36,29,15,10,0,0,3,1,79,52,37,12,11,4,6
34281,2016-M052,Rio de Janeiro,Clay,32,A,20160215,290,105643,,,Federico Delbonis,L,190,ARG,25.363449692,46,895,103893,,,Paolo Lorenzi,R,183,ITA,34.1683778234,50,843,6-3 6-0,3,R16,60,5,2,35,21,18,10,7,0,0,0,2,47,25,13,7,8,4,9
34282,2016-M052,Rio de Janeiro,Clay,32,A,20160215,289,104593,,Q,Daniel Gimeno Traver,R,185,ESP,30.5242984257,118,492,104926,7,,Fabio Fognini,R,178,ITA,28.7310061602,24,1515,4-6 3-1 RET,3,R16,57,1,3,39,23,17,4,7,3,6,2,3,43,24,15,7,7,1,4
34283,2016-M052,Rio de Janeiro,Clay,32,A,20160215,288,105550,,,Guido Pella,L,,ARG,25.749486653,71,726,105053,,,Santiago Giraldo,R,188,COL,28.219028063,83,653,6-4 6-0,3,R16,80,4,1,45,29,21,9,8,1,2,1,2,49,15,8,15,8,1,6
34284,2016-M052,Rio de Janeiro,Clay,32,A,20160215,287,106233,5,,Dominic Thiem,R,,AUT,22.4503764545,19,1930,106043,,,Diego Sebastian Schwartzman,R,,ARG,23.498973306,90,621,7-5 7-5,3,R16,102,2,6,66,39,26,12,12,2,6,1,3,74,40,24,15,12,3,9
34285,2016-M052,Rio de Janeiro,Clay,32,A,20160215,286,103970,2,,David Ferrer,R,175,ESP,33.8726899384,6,4325,105077,,,Albert Ramos,L,188,ESP,28.0793976728,47,878,4-6 6-1 6-4,3,R16,137,3,4,87,58,39,15,14,4,7,2,5,82,46,33,14,13,4,9
34286,2016-M052,Rio de Janeiro,Clay,32,A,20160215,285,104745,1,,Rafael Nadal,L,185,ESP,29.7029431896,5,4880,105807,,,Pablo Carreno Busta,R,,ESP,24.5968514716,66,759,6-1 6-4,3,R32,80,3,0,60,41,24,11,9,1,3,0,3,45,26,13,7,8,2,7
34287,2016-M052,Rio de Janeiro,Clay,32,A,20160215,284,104597,,,Nicolas Almagro,R,183,ESP,30.4859685147,53,834,103926,,,Daniel Munoz De La Nava,L,,ESP,34.045174538,72,720,6-1 3-6 6-4,3,R32,133,7,4,100,52,35,23,13,14,17,1,8,81,47,29,18,13,10,15
34288,2016-M052,Rio de Janeiro,Clay,32,A,20160215,283,105438,,,Inigo Cervantes Huegun,R,,ESP,26.2094455852,73,717,106121,,Q,Taro Daniel,R,,JPN,23.0499657769,94,611,3-6 7-5 6-2,3,R32,138,12,2,79,42,28,16,14,3,8,0,6,87,52,32,14,15,5,12
34289,2016-M052,Rio de Janeiro,Clay,32,A,20160215,282,105238,,,Alexandr Dolgopolov,R,180,UKR,27.2717316906,33,1195,105064,8,,Thomaz Bellucci,L,188,BRA,28.128678987,32,1200,6-7(3) 7-5 6-2,3,R32,147,9,6,97,55,40,19,16,7,11,4,8,119,67,39,24,16,8,15
